Name,Release_date,Players,Genre,Metascore,Rating_Metascore,User_score,Rating_User_score,Awards,Distributor,Developer,Rating,Consoles,Summary
Batman: Arkham Asylum,2009-08-25,No Online Multiplayer,"Action Adventure, Fantasy, General",92,78,8.7,1303,"#4 Best Xbox 360 Game of 2009, #4 Most Discussed Xbox 360 Game of 2009, #9 Most Shared Xbox 360 Game of 2009",Eidos Interactive,Rocksteady Studios,T,"Xbox 360, PC, PlayStation 3","In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, theIn Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]"
Super Mario Sunshine,2002-08-25,1 Player,"Action, Platformer, 3D",92,61,8.4,860,#5 Best GameCube Game of 2002,Nintendo,Nintendo,E,GameCube,"When Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with aWhen Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with a hi-tech water cannon called FLUDD (Flash Liquidizer Ultra Dousing Device), Mario sets out to clean the island, clear his name, and solve the mystery of the villainous vandal. With new enemies, moves, and surprises, Super Mario Sunshine offers plenty of challenges. "
Tony Hawk's Pro Skater,1999-08-31,1-2,"Sports, Alternative, Skateboarding",92,18,8.8,115,#3 Best PS1 Game of 1999,Activision,Neversoft Entertainment,T,PlayStation,"Skate as legendary Tony Hawk, or as one of nine top pros. Work your way up the ranks by landing suicidal tricks in brutal competitions to become the highest-ranked skat"
Thief: The Dark Project,1998-11-30,1 Player,"Action Adventure, Fantasy, General",92,18,9.0,425,"#3 Best PC Game of 1998, #6 Most Discussed PC Game of 1998, #5 Most Shared PC Game of 1998",Eidos Interactive,Looking Glass Studios,M,PC,"Sneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncoverSneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge. Survive in a world where shadows are your only ally, trust is not an option, and confrontation results in death! [Eidos Interactive]"
Fire Emblem: Awakening,2013-02-04,No Online Multiplayer,"Strategy, Turn-Based, Fantasy, Tactics",92,72,9.0,1518,"#1 Best 3DS Game of 2013, #1 Most Discussed 3DS Game of 2013, #2 Most Shared 3DS Game of 2013",Nintendo,Intelligent Systems,T,3DS,"Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nationsLead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations and backgrounds. They can be joined by a character of your making, with a unique appearance crafted as you see fit."
Age of Empires II: The Age of Kings,1999-09-30,Up to 8,"Strategy, Real-Time, Historic, Command",92,21,9.0,1237,"#3 Best PC Game of 1999, #2 Most Discussed PC Game of 1999, #4 Most Shared PC Game of 1999",Microsoft Game Studios,Ensemble Studios,T,PC,"Age of Empires II: The Age of Kings is the sequel to the award-winning, best-selling real-time strategy game ""Age of Empires."" Age of Empires II spans a thousand years, from the fall of Rome through the Middle Ages in which players lead one of 13 civilizations into greatness. The game keepsAge of Empires II: The Age of Kings is the sequel to the award-winning, best-selling real-time strategy game ""Age of Empires."" Age of Empires II spans a thousand years, from the fall of Rome through the Middle Ages in which players lead one of 13 civilizations into greatness. The game keeps the epic scope of Age of Empires' game play while evolving the combat and economic features. [Microsoft]"
Final Fantasy X,2001-12-17,1 Player,"Role-Playing, Console-style RPG",92,53,8.9,1765,#9 Best PS2 Game of 2001,Square EA,SquareSoft,T,PlayStation 2,Final Fantasy's first game on the Playstation 2 is the first to use voice acting and a massive leap in the cinematic approach to storytelling.  Stop reading and 
The Walking Dead: A Telltale Games Series,2012-04-27,No Online Multiplayer,"Miscellaneous, Adventure, Compilation, Point-and-Click",92,12,8.6,1245,"#2 Best Xbox 360 Game of 2012, #8 Most Discussed Xbox 360 Game of 2012, #4 Most Shared Xbox 360 Game of 2012",Telltale Games,Telltale Games,M,"Xbox 360, iPhone/iPad, PC, PlayStation 3, Switch","Based on Robert Kirkman's award-winning comic book series, The Walking Dead is about a world devastated by an undead apocalypse and the horrifying choices you're forced to make to survive. Assume the role of Lee Everett, a convicted criminal, who has been given a second chance at life in aBased on Robert Kirkman's award-winning comic book series, The Walking Dead is about a world devastated by an undead apocalypse and the horrifying choices you're forced to make to survive. Assume the role of Lee Everett, a convicted criminal, who has been given a second chance at life in a world devastated by the undead. With corpses returning to life and survivors stopping at nothing to maintain their own safety, protecting an orphaned girl named Clementine may offer you redemption in a world gone to hell."
Unreal Tournament (1999),1999-11-30,1-32,"Action, Shooter, First-Person, Sci-Fi, Arcade",92,21,9.0,628,"#4 Best PC Game of 1999, #4 Most Discussed PC Game of 1999, #7 Most Shared PC Game of 1999",GT Interactive,Epic Games,M,PC,"The stakes are high. On the one hand, fame, fortune, glory; on the other hand, death. Prove your skill in the arenas of the future, leading your team of computer-controlled ""bots"" to victory in the Grand Tournament, or compete with the best of the best via LAN or the Internet inThe stakes are high. On the one hand, fame, fortune, glory; on the other hand, death. Prove your skill in the arenas of the future, leading your team of computer-controlled ""bots"" to victory in the Grand Tournament, or compete with the best of the best via LAN or the Internet in seat-of-your-pants battles. While Unreal Tournament offers the finest in classic ""Deathmatch"" play, right out of the box you can compete in Team Deathmatch or Capture the Flag. Control strategic points on the map to rack up your score in Domination, or test your skills in Assault, as one team defends its base from the other. Each game type comes with its own special maps and rules, for never-ending variety and challenge. Add gameplay mutators such as Jump Match or InstaGib, and Unreal Tournament will keep your wits honed to a razor edge. [Infogrames]"
Sid Meier's Alpha Centauri,1999-02-12,,"Strategy, Turn-Based, Sci-Fi, 4X",92,19,8.8,252,"#5 Best PC Game of 1999, #5 Most Discussed PC Game of 1999, #5 Most Shared PC Game of 1999",Electronic Arts,Firaxis Games,E,PC,"Legendary designer Sid Meier presents the next evolution in strategy games, with the most addictive, compelling gameplay yet. Explore the alien planet that is your new home and uncover its myriad mysteries. Discover over 75 extraordinary technologies. Build over 60 base upgrades andLegendary designer Sid Meier presents the next evolution in strategy games, with the most addictive, compelling gameplay yet. Explore the alien planet that is your new home and uncover its myriad mysteries. Discover over 75 extraordinary technologies. Build over 60 base upgrades and large-scale secret projects for your empire. Conquer your enemies with a war machine that you design from over 32,000 possible unit types. [Firaxis]"
Wave Race 64,1996-11-01,1-2,"Driving, Racing, Snow / Water",92,13,8.3,109,#2 Best N64 Game of 1996,Nintendo,Nintendo,E,Nintendo 64,"Wave Race 64 is sure to provide some of the most exciting racing you've ever experienced. Feel the pounding and crashing of the waves as you accelerate into straight-aways, whip around the marker buoys and go airborne on the jump ramps. Don't race alone - challenge a friend! Take control inWave Race 64 is sure to provide some of the most exciting racing you've ever experienced. Feel the pounding and crashing of the waves as you accelerate into straight-aways, whip around the marker buoys and go airborne on the jump ramps. Don't race alone - challenge a friend! Take control in three different modes of play - Championship, Time Trials and Stunt Mode. Nine challenging courses set in exotic locales - race conditions change and the wave action responds to the way both you and your opponents race!"
Galactic Civilizations II: Twilight of the Arnor,2008-04-30,1 Player,"Strategy, Turn-Based, Sci-Fi, 4X",92,19,8.3,138,"#1 Best PC Game of 2008, #42 Most Discussed PC Game of 2008, #22 Most Shared PC Game of 2008",Stardock,Stardock,,PC,"The galaxy is being consumed by the fires of war as we enter the final act of the Dread Lord saga. Galactic Civilizations II: Twilight of the Arnor is the second  expansion pack to the award-winning PC strategy game, Galactic Civilizations II. Galactic Civilizations II: Twilight of the ArnorThe galaxy is being consumed by the fires of war as we enter the final act of the Dread Lord saga. Galactic Civilizations II: Twilight of the Arnor is the second  expansion pack to the award-winning PC strategy game, Galactic Civilizations II. Galactic Civilizations II: Twilight of the Arnor expands the gameplay of Galactic Civilizations in all new ways. New campaign detailing the final chapter in the Dread Lords wars. The Terror Star arrives, capable of destroying any star. Unique technology trees for all 12 civilizations. Unique planetary improvements for each civilization. New 3D engine powered map editor. New Scenario Editor for creating highly detailed custom games. New Campaign Editor for players who want to create their own custom epic campaigns for themselves or to share with others. New Metaverse Tournaments: Specific maps & scenarios recorded to the Metaverse with prizes for top players. [Stardock]"
Super Smash Bros. for Wii U,2014-11-21,Up to 8,"Action, Fighting, 3D, 2D",92,77,8.9,2059,"#1 Best Wii U Game of 2014, #1 Most Discussed Wii U Game of 2014, #5 Most Shared Wii U Game of 2014",Nintendo,Bandai Namco Games,E10+,"Wii U, 3DS",Duke it out with your favorite Nintendo characters in Super Smash Bros. for the Nintend
Final Fantasy VII,1997-09-03,1 Player,"Role-Playing, Console-style RPG",92,20,9.1,2261,#2 Best PS1 Game of 1997,SCEA,SquareSoft,T,"PlayStation, iPhone/iPad, PC, PlayStation 4, Switch, Xbox One","An epic adventure across 3 cd-roms. What begins as a rebellion against an evil corporation becomes much more. And what erupts goes beyond imagination. With vivid landscapes, lush 3D animation and environments, Square Soft's multi-million dollar masterpiece is like nothing ever seen"
Chrono Trigger,2008-11-25,No Online Multiplayer,"Role-Playing, Console-style RPG, Japanese-Style",92,57,9.1,708,#1 Best DS Game of 2008,Square Enix,TOSE,E10+,"DS, iPhone/iPad, PC, PlayStation 3","[Metacritic's 2008 DS Game of the Year] When a newly developed teleportation device malfunctions at the Millennial Fair, young Crono must travel through time to rescue his unfortunate companion from an intricate web of past and present perils. The swashbuckling adventure that ensues soon[Metacritic's 2008 DS Game of the Year] When a newly developed teleportation device malfunctions at the Millennial Fair, young Crono must travel through time to rescue his unfortunate companion from an intricate web of past and present perils. The swashbuckling adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future. Features an engaging and unparalleled storyline, leading to the discovery of multiple epic conclusions to a journey that transcends time. An inspiring musical score created by Yasunori Mitsuda. Intriguing battle system made possible by the unique combination of the Active Time Battle system and Tech skills. Famed character designer Akira Toriyama lends his signature art style to create the vibrant world that has captivated gamers around the world. Taking advantage of the Nintendo DS hardware, CHRONO TRIGGER makes its way onto the portable platform with all-new dual screen presentation and Touch-Screen functionality. A brand new dungeon and a Wireless Play mode adds exciting new dimensions to this timeless classic. [Square Enix]"
Bayonetta 2,2018-02-16,No Online Multiplayer,"Action Adventure, Linear",92,31,8.5,474,"#4 Best Switch Game of 2018, #19 Most Discussed Switch Game of 2018, #57 Most Shared Switch Game of 2018",Nintendo,"Nintendo, PlatinumGames",M,"Switch, Wii U","In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jetIn this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper."
Xenoblade Chronicles,2012-04-06,No Online Multiplayer,"Role-Playing, Action RPG, Console-style RPG",92,59,9.1,1379,#1 Best Wii Game of 2012,Nintendo,Monolith Soft,T,"Wii, 3DS","Xenoblade Chronicles throws you into a universe bursting with imagination. Take hold of an ancient sword that offers glimpses of the future, customise your characters extensively and discover a world where your relationships with others"
Conker's Bad Fur Day,2001-03-04,,"Action, Platformer, 3D",92,19,8.9,384,#2 Best N64 Game of 2001,Rare Ltd.,Rare Ltd.,M,Nintendo 64,"The day after his 21st birthday bash, Conker's sporting the worst hangover ever, and he just can't seem to find his way home. Prepare to stagger through randy, raunchy, raucous scenarios crammed full of bad manners, twisted humor, and graphic bodily functions. Unless you're a fan ofThe day after his 21st birthday bash, Conker's sporting the worst hangover ever, and he just can't seem to find his way home. Prepare to stagger through randy, raunchy, raucous scenarios crammed full of bad manners, twisted humor, and graphic bodily functions. Unless you're a fan of violence, foul language, and racy innuendo, you'd best steer clear of this one."
Medal of Honor,1999-10-31,1-2,"Action, Shooter, First-Person, Historic",92,17,8.7,172,#4 Best PS1 Game of 1999,Electronic Arts,Dreamworks Interactive,T,PlayStation,"Tomorrow is D-Day. Tonight you land behind enemy lines. The tide of the way is in your hands. You are an elite Special Forces agent sent to execute covert operations, search and rescue missions, and commando raids. Fight to win the medal of Honor in the only game that lets you take on Nazis "
PaRappa the Rapper,1997-10-31,1 Player,"Miscellaneous, Rhythm, Music",92,15,7.5,88,#3 Best PS1 Game of 1997,SCEA,NanaOn-Sha,K-A,PlayStation,Help Parappa rap with the best of the master rappers and straight into Sunny's heart. Guaranteed you'll be singin' and dancin' along with Parappa and his pals to the most fun o
Mario Kart 8 Deluxe,2017-04-28,Up to 12,"Other, Racing, Arcade, Automobile",92,95,8.6,2174,"#3 Best Switch Game of 2017, #4 Most Discussed Switch Game of 2017, #4 Most Shared Switch Game of 2017",Nintendo,Nintendo,E,Switch,"Race and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-playerRace and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr. Race your friends in the definitive version of Mario Kart 8, only on Nintendo Switch. Race as every character on every track from the Wii U version, including DLC characters and tracks. Pop some balloons in the revamped Battle mode, complete with Balloon Battle and Bob-omb Blast. Battle on new courses, like Urchin Underpass and Battle Stadium, or returning ones, such as GCN Luigi's Mansion and SNES Battle Course 1. Inkling Girl & Inkling Boy from Splatoon, King Boo, Dry Bones, and Bowser Jr. join the roster. Players can choose a new Smart Steering feature which makes driving and staying on the track easy for novice players and kids even at 200cc. Three new vehicles have been added, two are even inspired by Splatoon. Carry two items at the same time. Returning items include Boo, the item stealing ghost, and the Feather, which gives you a high jump in battle mode. Play your friends in local wireless multiplayer with up to 8 players. Drive through in 1080p HD quality in TV mode. Play on the go with handheld mode and play anytime, anywhere."
The ICO & Shadow of the Colossus Collection,2011-09-27,No Online Multiplayer,"Miscellaneous, Action Adventure, Fantasy, Compilation",92,58,8.7,665,"#6 Best PS3 Game of 2011, #27 Most Discussed PS3 Game of 2011, #12 Most Shared PS3 Game of 2011",SCEA,Bluepoint Games,T,PlayStation 3,This collection provides HD and 3D updates for PS2 classics Ico and Shadow of the C
Rayman Origins,2011-11-15,1-4,"Action, Action Adventure, Platformer, Fantasy, 2D",92,13,8.6,184,#2 Best Wii Game of 2011,Ubisoft,UBlart Montpellier,E10+,"Wii, 3DS, PC, PlayStation 3, PlayStation Vita, Xbox 360","Rayman's new adventure is a two-dimensional cooperative platformer with a colorful, whimsical ar"
Metroid Prime 2: Echoes,2004-11-15,1-4,"Action, Shooter, First-Person, Sci-Fi",92,60,8.8,408,#1 Best GameCube Game of 2004,Nintendo,Retro Studios,T,GameCube,"The sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beamThe sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beam weapons, a screw attack, and power-ups. Eliminate your enemies, solve puzzles, and open doors in an effort to restore peace to Aether. Metroid Prime 2: Echoes also features competitive multiplayer modes supporting up to four players. "
Out of the Park Baseball 17,2016-03-22,,"Sports, Baseball, Sim, Team",92,8,3.3,237,"#1 Best PC Game of 2016, #84 Most Discussed PC Game of 2016, #86 Most Shared PC Game of 2016",Out Of The Park Developments,Out Of The Park Developments,,PC,"Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past!Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch!"
Metroid Fusion,2002-11-17,1 Player,"Action Adventure, Sci-Fi",92,44,9.1,336,#3 Best Game Boy Advance Game of 2002,Nintendo,Nintendo,E,Game Boy Advance,"While lending mission support on planet SR388, interstellar bounty hunter Samus Aran is attacked by an X parasite, an organism with the ability to mimic the abilities of any creature it infects. Near death, Samus is saved by a vaccin made from the DNA of the last Metroid--the X parasite'sWhile lending mission support on planet SR388, interstellar bounty hunter Samus Aran is attacked by an X parasite, an organism with the ability to mimic the abilities of any creature it infects. Near death, Samus is saved by a vaccin made from the DNA of the last Metroid--the X parasite's only natural predator. When the X spread to a research station in orbit around SR388, a weakened Samurs is forced to exterminate them all...or die trying."
The Witcher 3: Wild Hunt - Blood and Wine,2016-05-30,No Online Multiplayer,"Role-Playing, Action RPG",92,50,9.3,3413,#2 Best PC Game of 2016,"Warner Bros. Interactive Entertainment , CD Projekt",CD Projekt Red Studio,M,"PC, PlayStation 4, Xbox One","This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of To"
Final Fantasy VI Advance,2007-02-05,1-2,"Role-Playing, Console-style RPG",92,25,8.7,432,#1 Best Game Boy Advance Game of 2007,Nintendo,TOSE,E10+,Game Boy Advance,"This title are more than a simple port of the SNES classic — every aspect of the games has been reviewed and enhanced. Additionally, a host of brand-new elements has been seamlessly merged with the original game, providing unexpected surprises for longtime fans. With new dungeons, newThis title are more than a simple port of the SNES classic — every aspect of the games has been reviewed and enhanced. Additionally, a host of brand-new elements has been seamlessly merged with the original game, providing unexpected surprises for longtime fans. With new dungeons, new job classes, and other exciting features, both old-school players and newcomers can enjoy this genre-defining FINAL FANTASY title in a portable format."
Rayman Legends,2013-09-03,No Online Multiplayer,"Action, Platformer, 2D",92,35,8.8,550,"#2 Best Wii U Game of 2013, #6 Most Discussed Wii U Game of 2013, #4 Most Shared Wii U Game of 2013",Ubisoft,Ubisoft Montpellier,E10+,"Wii U, PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","Rayman, Globox, and the Teensies are off wandering through an enchanted forest when they discover a mysterious tent filled with a series of captivating paintings. As they look more closely, they notice each painting seems to tell the story of a mythical world. While focusing on a paintingRayman, Globox, and the Teensies are off wandering through an enchanted forest when they discover a mysterious tent filled with a series of captivating paintings. As they look more closely, they notice each painting seems to tell the story of a mythical world. While focusing on a painting that shows a medieval land, they are suddenly sucked into the painting, entering the world, and the adventure begins. The gang must run, jump and fight their way through each world to save the day and discover the secrets of every legendary painting. Rayman Legends takes full advantage of the Wii U and its new GamePad’s capabilities. Use the touch screen to take out enemies, manipulate platforms, cut ropes to clear a path and much more. With the gyroscope technology, you can move rotating platform and there are many more surprises to come."
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2020-12-04,No Online Multiplayer,"Role-Playing, Japanese-Style",92,16,8.4,102,"#1 Best Xbox One Game of 2020, #29 Most Discussed Xbox One Game of 2020",Square Enix,Square Enix,T,"Xbox One, PC, PlayStation 4, Stadia, Switch","The Definitive Edition includes all the content from the original release of the acclaimed DRAGON QUEST XI, and adds extra character-specific scenarios, the choice of playing with the original soundtrack or a grand orchestral version of the music, the ability to switch between 2D and 3DThe Definitive Edition includes all the content from the original release of the acclaimed DRAGON QUEST XI, and adds extra character-specific scenarios, the choice of playing with the original soundtrack or a grand orchestral version of the music, the ability to switch between 2D and 3D graphic modes, a Japanese voice-acting option, and much more. "
Tiger Woods PGA Tour 2003,2002-10-31,1-8,"Sports, Traditional, Individual, Golf, Sim",92,14,5.0,38,"#3 Best PC Game of 2002, #43 Most Shared PC Game of 2002",Electronic Arts,Headgate,E,"PC, PlayStation 2","New course lineup: Twelve detailed courses include Pebble Beach Golf Links, TPC of Scottsdale and Torrey Pines South. New effects: Feel the sun, the wind, the fog and the grass as you walk 18. The most PGA TOUR pros: Play as or against Tiger Woods, Ty Tryon, Vijay Singh, Brad Faxon and manyNew course lineup: Twelve detailed courses include Pebble Beach Golf Links, TPC of Scottsdale and Torrey Pines South. New effects: Feel the sun, the wind, the fog and the grass as you walk 18. The most PGA TOUR pros: Play as or against Tiger Woods, Ty Tryon, Vijay Singh, Brad Faxon and many others. TrueSwing technology: Take full control over your swing, from straight drives to hooks and draws. Career mode: Purchase new equipment and lessons, hone your skills, and make your way to the top of the career rankings. [EA Sports]"
Madden NFL 2005,2004-08-09,2  Online,"Sports, Traditional, Football, Sim",91,39,7.2,31,#5 Best Xbox Game of 2004,EA Sports,EA Tiburon,E,"Xbox, PC, PlayStation 2","Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth ofMadden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level."
Dark Souls II,2014-03-11,Up to 4,"Action RPG, Role-Playing",91,30,7.9,1092,"#1 Best Xbox 360 Game of 2014, #1 Most Discussed Xbox 360 Game of 2014, #4 Most Shared Xbox 360 Game of 2014",Namco Bandai Games,From Software,T,"Xbox 360, PC, PlayStation 3","Prepare to die... Again. Dare yourself to engage against intense gameplay in a vast world powered by a new engine. Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses. A vast array of threats will prey on human senses & phobias - auditoryPrepare to die... Again. Dare yourself to engage against intense gameplay in a vast world powered by a new engine. Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses. A vast array of threats will prey on human senses & phobias - auditory hallucinations, vertigo, acrophobia, etc. More intricate customization options provide weapons and armor tailoring to player style. [Namco Bandai Games]"
Dishonored,2012-10-08,No Online Multiplayer,"Action Adventure, Modern, General",91,29,8.5,4626,"#1 Best PC Game of 2012, #7 Most Discussed PC Game of 2012, #2 Most Shared PC Game of 2012",Bethesda Softworks,Arkane Studios,M,"PC, PlayStation 3, Xbox 360","Approach each assassination with your own unique style. Use shadow and sound to your advantage to traverse silently through levels unseen by enemies, or attack foes head-on as they react to your aggression. The malleable combat system allows you to creatively synthesize your abilities,Approach each assassination with your own unique style. Use shadow and sound to your advantage to traverse silently through levels unseen by enemies, or attack foes head-on as they react to your aggression. The malleable combat system allows you to creatively synthesize your abilities, supernatural powers and gadgets as you negotiate your way through the levels and dispatch your targets. Improvise and adapt to define your modus operandi."
ESPN NFL Football,2003-09-03,1-16,"Sports, Traditional, Football, Sim",91,20,8.5,25,#8 Best PS2 Game of 2003,Sega,Visual Concepts,E,PlayStation 2,"ESPN NFL Football brings the complete NFL experience. Whether it's by making an opponent lose his shorts from a stop-and-go juke, by scraping your toes down as you make an acrobatic first-down catch along the sideline, or by piling on top of a swarming gang tackle on fourth and short -- youESPN NFL Football brings the complete NFL experience. Whether it's by making an opponent lose his shorts from a stop-and-go juke, by scraping your toes down as you make an acrobatic first-down catch along the sideline, or by piling on top of a swarming gang tackle on fourth and short -- you will truly feel everything that makes the National Football League so intense. Don't look. Don't listen. Feel."
Medal of Honor: Allied Assault,2002-01-20,,"Action, Shooter, First-Person, Historic, Arcade",91,34,8.5,547,"#4 Best PC Game of 2002, #7 Most Discussed PC Game of 2002, #7 Most Shared PC Game of 2002","Electronic Arts , EA Games",2015,T,PC,"As Lt. Mike Powell, member of the famed 1st Ranger Battalion, you'll battle through over 20 levels based on historical military campaigns of World War II. Fire period weapons and command authentic war vehicles as you silence the gun batteries at Port Arzew, survive the Omaha Beach landing,As Lt. Mike Powell, member of the famed 1st Ranger Battalion, you'll battle through over 20 levels based on historical military campaigns of World War II. Fire period weapons and command authentic war vehicles as you silence the gun batteries at Port Arzew, survive the Omaha Beach landing, and more. [Electronic Arts]"
Myth: The Fallen Lords,1997-10-31,1-16,"Strategy, Real-Time, Fantasy, General",91,9,8.5,97,"#2 Best PC Game of 1997, #11 Most Discussed PC Game of 1997, #7 Most Shared PC Game of 1997","Bungie Software , Bungie","Bungie Software, Bungie",M,PC,"Myth is arguably the first real-time strategy game to put the player in a true 3D landscape, with an emphasis on tactical battlefield action rather than base construction. Myth also happens to be one of Bungie's most successful pre-Halo releases, and shows off the company's range and abilityMyth is arguably the first real-time strategy game to put the player in a true 3D landscape, with an emphasis on tactical battlefield action rather than base construction. Myth also happens to be one of Bungie's most successful pre-Halo releases, and shows off the company's range and ability in genres outside of first-person shooters. A single player mode features an engrossing and enjoyable plot, with you battling the evil and eponymous Fallen Lords, their evil leader, Balor and all manner of undead creatures, but Myth's multiplayer is where it really stands out. Bungie.net's game-matching technology has been much-emulated since, and at Myth's release, was something truly special. Multiple game modes including King of the Hill, Steal the Bacon and even co-op added huge variety to what was an outstanding and standard-setting game - and it still is. If ever an older game deserved another visit, it's Myth, with a huge, loyal and highly motivated following. [Bungie]"
LittleBigPlanet 2,2011-01-18,4  Online,"Action, Platformer, 3D, 2D",91,86,8.6,778,"#7 Best PS3 Game of 2011, #16 Most Discussed PS3 Game of 2011, #24 Most Shared PS3 Game of 2011",SCEA,Media Molecule,E,PlayStation 3,Media Molecule and Sony Europe are already working on a follow-up to their critically acclaimed pla
Microsoft Flight Simulator,2020-08-18,Online Multiplayer,"Simulation, Flight, Civilian",91,66,7.2,1281,"#3 Best PC Game of 2020, #11 Most Discussed PC Game of 2020",Xbox Game Studios,Asobo Studio,E,"PC, Xbox Series X","From light planes to wide-body jets, fly highly detailed and accurate aircraft in the next generation of Microsoft Flight Simulator. Test your piloting skills against the challenges of night flying, real-time atmospheric simulation and live weather in a dynamic and livin"
